GENE_NAME	CHROM
MTND2P23	chr2
MTCO1P46	chr2
MIR548F2	chr2
AC079610.1	chr2
LINC01878	chr2
PCED1CP	chr2
AC108066.1	chr2
IKZF2	chr2
RP11-105N14.1	chr2
LINC01953	chr2
RP11-105N14.2	chr2
AC079610.2	chr2
SPAG16	chr2
MIR4438	chr2
AC107218.3	chr2
RPL5P8	chr2
VWC2L	chr2
VWC2L-IT1	chr2
ENSAP3	chr2
BARD1	chr2
AC072062.1	chr2
SNORA70	chr2
RPL10P6	chr2
ABCA12	chr2
AC072062.3	chr2
AC073284.4	chr2
ATIC	chr2
FN1	chr2
AC012462.1	chr2
AC012462.2	chr2
AC012462.3	chr2
AC012668.1	chr2
AC012668.2	chr2
AC012668.3	chr2
LINC00607	chr2
LINC01614	chr2
AC093850.1	chr2
AC122136.2	chr2
AC093382.1	chr2
MREG	chr2
PECR	chr2
TMEM169	chr2
XRCC5	chr2
POLHP1	chr2
AC012513.4	chr2
RP11-566E18.1	chr2
LINC01963	chr2
MARCH4	chr2
AC012513.6	chr2
AC069155.1	chr2
Y_RNA	chr2
AC098820.2	chr2
SMARCAL1	chr2
AC098820.3	chr2
AC098820.4	chr2
RPL37A	chr2
LINC01280	chr2
AC073321.4	chr2
PSMB3P2	chr2
IGFBP2	chr2
IGFBP5	chr2
AC007563.5	chr2
AC007563.4	chr2
RNA5SP120	chr2
AC007563.3	chr2
FABP5P14	chr2
AC007557.4	chr2
TNP1	chr2
AC007557.2	chr2
AC007557.3	chr2
AC007563.1	chr2
LINC01921	chr2
RP11-574O16.1	chr2
RN7SKP43	chr2
DIRC3-AS1	chr2
Pinc	chr2
DIRC3	chr2
AC010886.2	chr2
RPL7L1P9	chr2
TNS1	chr2
MIR6809	chr2
AC010136.2	chr2
RUFY4	chr2
CXCR2P1	chr2
CXCR2	chr2
CXCR1	chr2
HMGB1P9	chr2
ARPC2	chr2
RP11-378A13.1	chr2
GPBAR1	chr2
AAMP	chr2
PNKD	chr2
TMBIM1	chr2
MIR6513	chr2
CATIP-AS2	chr2
MIR6810	chr2
AC021016.7	chr2
CATIP	chr2
CATIP-AS1	chr2
SLC11A1	chr2
CTDSP1	chr2
RP11-378A13.2	chr2
MIR26B	chr2
VIL1	chr2
USP37	chr2
RN7SKP38	chr2
CNOT9	chr2
RNU6-136P	chr2
PLCD4	chr2
RP11-548H3.1	chr2
ZNF142	chr2
BCS1L	chr2
RNF25	chr2
STK36	chr2
TTLL4	chr2
CYP27A1	chr2
RP11-459I19.1	chr2
PRKAG3	chr2
MIR9500	chr2
RPL23AP31	chr2
WNT6	chr2
WNT10A	chr2
LINC01494	chr2
RNU6-642P	chr2
AC097468.7	chr2
KRT8P30	chr2
CDK5R2	chr2
LINC00608	chr2
FEV	chr2
CRYBA2	chr2
MIR375	chr2
AC097468.4	chr2
CFAP65	chr2
IHH	chr2
MIR3131	chr2
RP11-33O4.1	chr2
NHEJ1	chr2
RN7SL764P	chr2
SLC23A3	chr2
CNPPD1	chr2
FAM134A	chr2
ZFAND2B	chr2
ABCB6	chr2
ATG9A	chr2
ANKZF1	chr2
GLB1L	chr2
STK16	chr2
TUBA4A	chr2
TUBA4B	chr2
DNAJB2	chr2
PTPRN	chr2
MIR153-1	chr2
AC114803.3	chr2
RESP18	chr2
AC053503.2	chr2
DNPEP	chr2
AC053503.4	chr2
DES	chr2
AC053503.6	chr2
AC053503.12	chr2
SPEG	chr2
AC053503.11	chr2
RP11-316O14.1	chr2
GMPPA	chr2
ASIC4	chr2
CHPF	chr2
TMEM198	chr2
RP11-256I23.1	chr2
MIR3132	chr2
OBSL1	chr2
RP11-256I23.2	chr2
INHA	chr2
RN7SKP213	chr2
STK11IP	chr2
AC009955.8	chr2
SLC4A3	chr2
RP11-256I23.3	chr2
AC009502.1	chr2
AC009502.4	chr2
RPL23P4	chr2
LINC01803	chr2
MIR4268	chr2
AC009310.1	chr2
AC114765.1	chr2
AC114765.2	chr2
AC067956.1	chr2
AC093843.1	chr2
AC011233.2	chr2
EPHA4	chr2
TMEM256P2	chr2
CTD-2308L22.1	chr2
AC079834.1	chr2
AC068489.1	chr2
AC009302.2	chr2
HSPA9P1	chr2
RPL23AP28	chr2
PAX3	chr2
CCDC140	chr2
RP11-384O8.1	chr2
AC010980.2	chr2
Y_RNA	chr2
SGPP2	chr2
NANOGP2	chr2
RNU6-619P	chr2
GAPDHP49	chr2
RP11-16P6.1	chr2
FARSB	chr2
MOGAT1	chr2
AC104772.1	chr2
AC016712.1	chr2
AC016712.2	chr2
ACSL3	chr2
ATG12P2	chr2
AC097461.4	chr2
RP11-525G12.1	chr2
KCNE4	chr2
RN7SL807P	chr2
HIGD1AP4	chr2
AC013448.1	chr2
AC013448.2	chr2
SCG2	chr2
AC012512.1	chr2
AP1S3	chr2
WDFY1	chr2
MRPL44	chr2
AC073641.2	chr2
SERPINE2	chr2
AC019109.1	chr2
AC008072.1	chr2
FAM124B	chr2
RP11-92F20.1	chr2
CUL3	chr2
AC073052.1	chr2
RP11-811O14.1	chr2
DOCK10	chr2
MIR4439	chr2
NYAP2	chr2
AC016717.1	chr2
RP11-314B1.2	chr2
RP11-314B1.1	chr2
AC080002.1	chr2
AC068138.1	chr2
MIR5702	chr2
IRS1	chr2
RP11-395N3.2	chr2
RP11-395N3.1	chr2
RHBDD1	chr2
SNORA48	chr2
COL4A4	chr2
COL4A3	chr2
AC097662.2	chr2
MFF	chr2
TM4SF20	chr2
MIR5703	chr2
AGFG1	chr2
C2orf83	chr2
AC064853.2	chr2
AC064853.3	chr2
SLC19A3	chr2
RNA5SP121	chr2
SNRPGP8	chr2
AC073065.3	chr2
CCL20	chr2
TDGF1P2	chr2
DAW1	chr2
SNORA25	chr2
SPHKAP	chr2
RNU6-624P	chr2
AC074019.2	chr2
LINC01807	chr2
AC074019.1	chr2
RPL7L1P10	chr2
PID1	chr2
AC007677.2	chr2
RN7SKP283	chr2
DNER	chr2
RNU7-9P	chr2
AC007559.1	chr2
TRIP12	chr2
RNU6-613P	chr2
FBXO36	chr2
RNU6-964P	chr2
FBXO36-IT1	chr2
RNU6-1027P	chr2
SLC16A14	chr2
RNY4P19	chr2
AC009950.2	chr2
RP11-98F19.1	chr2
SP110	chr2
SP140	chr2
SP140L	chr2
RP11-69J7.1	chr2
SP100	chr2
RN7SL834P	chr2
HMGB1P3	chr2
AC010149.4	chr2
TPM3P8	chr2
RP11-395A23.1	chr2
RNU6-451P	chr2
LINC01907	chr2
CAB39	chr2
BANF1P3	chr2
RNU6-268P	chr2
RP11-499P1.1	chr2
ITM2C	chr2
AC012507.3	chr2
GPR55	chr2
RP11-499P1.2	chr2
COX20P2	chr2
SPATA3-AS1	chr2
SPATA3	chr2
C2orf72	chr2
RP11-223I10.1	chr2
PSMD1	chr2
HTR2B	chr2
RNU1-93P	chr2
ARMC9	chr2
AC018738.2	chr2
MIR4777	chr2
AC017104.6	chr2
B3GNT7	chr2
ZBTB8OSP2	chr2
AC017104.4	chr2
AC017104.2	chr2
NCL	chr2
SNORA75	chr2
SNORD20	chr2
SNORD82	chr2
RP11-562I5.1	chr2
RP11-562I5.2	chr2
RNU2-22P	chr2
LINC00471	chr2
NMUR1	chr2
AC104634.3	chr2
RPL23AP26	chr2
TEX44	chr2
RN7SL499P	chr2
PTMA	chr2
U4	chr2
PDE6D	chr2
AC073476.1	chr2
COPS7B	chr2
RP11-690I21.1	chr2
RP11-690I21.2	chr2
MIR1471	chr2
NPPC	chr2
DIS3L2	chr2
AC105461.1	chr2
MIR562	chr2
AC068134.10	chr2
ECEL1P3	chr2
RP11-762N20.1	chr2
ALPP	chr2
AC068134.8	chr2
ECEL1P2	chr2
ALPPL2	chr2
ECEL1P1	chr2
AC068134.6	chr2
DIS3L2P1	chr2
ALPI	chr2
ECEL1	chr2
PRSS56	chr2
CHRND	chr2
CHRNG	chr2
TIGD1	chr2
EIF4E2	chr2
AC073254.1	chr2
EFHD1	chr2
RN7SL359P	chr2
GIGYF2	chr2
EEF1B2P7	chr2
AC064852.4	chr2
KCNJ13	chr2
RNU6-107P	chr2
Y_RNA	chr2
C2orf82	chr2
NGEF	chr2
AC106876.2	chr2
NEU2	chr2
INPP5D	chr2
RN7SL32P	chr2
ATG16L1	chr2
SCARNA5	chr2
SCARNA6	chr2
SAG	chr2
RP11-400N9.1	chr2
DGKD	chr2
Y_RNA	chr2
USP40	chr2
RP11-289A15.1	chr2
UGT1A12P	chr2
UGT1A11P	chr2
UGT1A8	chr2
UGT1A10	chr2
UGT1A13P	chr2
UGT1A9	chr2
UGT1A7	chr2
UGT1A6	chr2
AC114812.8	chr2
UGT1A5	chr2
UGT1A4	chr2
RPL17P11	chr2
UGT1A3	chr2
AC114812.9	chr2
DNAJB3	chr2
UGT1A2P	chr2
AC114812.10	chr2
AC114812.5	chr2
UGT1A1	chr2
MROH2A	chr2
HJURP	chr2
MSL3P1	chr2
TRPM8	chr2
AC005538.5	chr2
SPP2	chr2
RP11-263G22.1	chr2
AC006037.2	chr2
RP11-309M7.1	chr2
AC097713.5	chr2
AC097713.3	chr2
LINC01891	chr2
HSPE1P9	chr2
ARL4C	chr2
LINC01173	chr2
RP13-977E11.1	chr2
AC010148.1	chr2
SH3BP4	chr2
AC114814.4	chr2
AC114814.2	chr2
AC114814.3	chr2
AGAP1	chr2
AGAP1-IT1	chr2
AC064874.1	chr2
TMSB10P1	chr2
RNU7-127P	chr2
RN7SL204P	chr2
Y_RNA	chr2
GBX2	chr2
AC079135.1	chr2
ASB18	chr2
RNU1-31P	chr2
IQCA1	chr2
RP11-785G17.1	chr2
IQCA1-AS1	chr2
RPL3P5	chr2
ACKR3	chr2
AC011286.1	chr2
RNU6-1051P	chr2
AC105760.3	chr2
AC105760.2	chr2
COPS8	chr2
AC107079.1	chr2
AC112715.2	chr2
COL6A3	chr2
AC112721.1	chr2
AC112721.2	chr2
MLPH	chr2
MIR6811	chr2
RNU6-1140P	chr2
PRLH	chr2
RAB17	chr2
AC104667.3	chr2
AC096574.5	chr2
LRRFIP1	chr2
RBM44	chr2
RAMP1	chr2
SNORD39	chr2
UBE2F	chr2
RNU6-1333P	chr2
SCLY	chr2
ESPNL	chr2
KLHL30	chr2
KLHL30-AS1	chr2
ERFE	chr2
ILKAP	chr2
AC016757.3	chr2
AC096574.4	chr2
HES6	chr2
PER2	chr2
RP11-5O24.1	chr2
AC012485.2	chr2
TRAF3IP1	chr2
RNU6-234P	chr2
ASB1	chr2
AC016999.2	chr2
RP11-40B20.1	chr2
LINC01107	chr2
LINC01937	chr2
AC113618.2	chr2
AC144525.1	chr2
TWIST2	chr2
LINC01940	chr2
HDAC4	chr2
MIR4440	chr2
MIR4441	chr2
MIR4269	chr2
MIR2467	chr2
AC062017.1	chr2
AC079612.1	chr2
AC079612.2	chr2
RP11-315F22.1	chr2
AC093802.1	chr2
NDUFA10	chr2
MIR4786	chr2
OR6B2	chr2
PRR21	chr2
OR6B3	chr2
OR9S24P	chr2
OR5S1P	chr2
COPS9	chr2
OTOS	chr2
AC124861.1	chr2
U3	chr2
GPC1	chr2
PP14571	chr2
MIR149	chr2
ANKMY1	chr2
DUSP28	chr2
RNPEPL1	chr2
CAPN10-AS1	chr2
CAPN10	chr2
GPR35	chr2
RP11-118M12.1	chr2
AQP12B	chr2
AC011298.2	chr2
AQP12A	chr2
RP11-118M12.2	chr2
KIF1A	chr2
AGXT	chr2
C2orf54	chr2
CROCC2	chr2
AC104809.4	chr2
AC104809.2	chr2
SNED1	chr2
AC093585.6	chr2
AC005237.4	chr2
MTERF4	chr2
PASK	chr2
AC005237.2	chr2
PPP1R7	chr2
ANO7	chr2
HDLBP	chr2
SEPT2	chr2
AC005104.3	chr2
FARP2	chr2
MIR3133	chr2
AC110299.5	chr2
STK25	chr2
BOK-AS1	chr2
BOK	chr2
RP11-367H1.1	chr2
THAP4	chr2
RNA5SP122	chr2
ATG4B	chr2
DTYMK	chr2
ING5	chr2
AC114730.11	chr2
D2HGDH	chr2
AC114730.8	chr2
AC114730.7	chr2
GAL3ST2	chr2
AC114730.5	chr2
AC114730.3	chr2
NEU4	chr2
AC114730.2	chr2
PDCD1	chr2
RTP5	chr2
LINC01237	chr2
AC131097.4	chr2
LINC01238	chr2
AC093642.1	chr2
AC093642.4	chr2
LINC01880	chr2
LINC01238	chr2
LINC01881	chr2
CICP10	chr2
SEPT14P2	chr2
RPL23AP88	chr2
LINC01986	chr3
AY269186.2	chr3
CHL1-AS2	chr3
CHL1	chr3
RNU6-1194P	chr3
RPS8P6	chr3
CHL1-AS1	chr3
LINC01266	chr3
RPSAP32	chr3
AC090044.2	chr3
AC087430.1	chr3
RN7SL120P	chr3
CNTN6	chr3
CRB3P1	chr3
RPL23AP38	chr3
RPL23AP39	chr3
RPL21P17	chr3
RP11-204C23.1	chr3
RN7SKP144	chr3
CNTN4	chr3
CNTN4-AS2	chr3
HINT2P1	chr3
DNAJC19P4	chr3
CNTN4-AS1	chr3
IL5RA	chr3
SNORA43	chr3
TRNT1	chr3
CRBN	chr3
RP11-97C16.1	chr3
AC026188.1	chr3
SUMF1	chr3
LRRN1	chr3
PNPT1P1	chr3
SETMAR	chr3
MRPS10P2	chr3
ITPR1-AS1	chr3
ITPR1	chr3
EGOT	chr3
AC018816.1	chr3
AC018816.3	chr3
BHLHE40-AS1	chr3
BHLHE40	chr3
RNF10P1	chr3
UBTFL8	chr3
Y_RNA	chr3
AC090955.5	chr3
ARL8B	chr3
AC026202.3	chr3
RP11-572B2.1	chr3
EDEM1	chr3
MIR4790	chr3
RN7SL553P	chr3
AC026202.5	chr3
AC027119.1	chr3
AC026167.1	chr3
AC091069.1	chr3
AC069277.2	chr3
GRM7-AS3	chr3
AC024162.2	chr3
GRM7	chr3
MRPS36P1	chr3
GRM7-AS2	chr3
GRM7-AS1	chr3
RP11-157E16.1	chr3
LMCD1-AS1	chr3
AC018832.1	chr3
RNU4ATAC17P	chr3
AC023481.1	chr3
LMCD1	chr3
AC034187.2	chr3
SSUH2	chr3
OR7E122P	chr3
CAV3	chr3
OXTR	chr3
RAD18	chr3
SNORA43	chr3
SRGAP3	chr3
SRGAP3-AS1	chr3
SRGAP3-AS2	chr3
SRGAP3-AS3	chr3
SRGAP3-AS4	chr3
RP11-380O24.1	chr3
PGAM1P4	chr3
THUMPD3-AS1	chr3
THUMPD3	chr3
SETD5	chr3
LHFPL4	chr3
DUSP5P2	chr3
MTMR14	chr3
CPNE9	chr3
BRPF1	chr3
OGG1	chr3
CAMK1	chr3
TADA3	chr3
ARPC4	chr3
TTLL3	chr3
RP11-266J6.2	chr3
RPUSD3	chr3
CIDEC	chr3
JAGN1	chr3
IL17RE	chr3
IL17RC	chr3
RNU6-882P	chr3
CRELD1	chr3
RP11-1020A11.1	chr3
PRRT3	chr3
PRRT3-AS1	chr3
RP11-1020A11.2	chr3
EMC3	chr3
EMC3-AS1	chr3
CYCSP10	chr3
AC022007.5	chr3
CIDECP	chr3
FANCD2	chr3
RNU6-670P	chr3
CYCSP11	chr3
FANCD2OS	chr3
BRK1	chr3
VHL	chr3
IRAK2	chr3
TATDN2	chr3
LINC00852	chr3
GHRL	chr3
GHRLOS	chr3
SEC13	chr3
ATP2B2	chr3
MIR378B	chr3
MIR885	chr3
ATP2B2-IT1	chr3
ATP2B2-IT2	chr3
LINC00606	chr3
AC018495.3	chr3
SLC6A11	chr3
SLC6A1	chr3
SLC6A1-AS1	chr3
HRH1	chr3
CHCHD4P4	chr3
ATG7	chr3
AC083855.5	chr3
AC026185.1	chr3
RP11-169K17.2	chr3
VGLL4	chr3
RP11-169K17.4	chr3
RP11-169K17.3	chr3
TAMM41	chr3
FANCD2P2	chr3
CYCSP12	chr3
NUP210P2	chr3
MARK2P14	chr3
AC090958.5	chr3
RN7SL147P	chr3
SYN2	chr3
ACTG1P12	chr3
TIMP4	chr3
MTCO1P5	chr3
GSTM5P1	chr3
PPARG	chr3
AC091492.2	chr3
TSEN2	chr3
RNA5SP123	chr3
RNU6-377P	chr3
MKRN2OS	chr3
MKRN2	chr3
Metazoa_SRP	chr3
RAF1	chr3
CRIP1P1	chr3
TMEM40	chr3
KRT18P17	chr3
CAND2	chr3
RP11-767C1.2	chr3
RPL32	chr3
LINC02022	chr3
IQSEC1	chr3
RP11-715I4.1	chr3
NUP210	chr3
AC027124.3	chr3
AC027124.2	chr3
HDAC11-AS1	chr3
HDAC11	chr3
FBLN2	chr3
LINC00620	chr3
WNT7A	chr3
VN1R20P	chr3
FGD5P1	chr3
TPRXL	chr3
VN1R21P	chr3
CHCHD4	chr3
TMEM43	chr3
AC093495.4	chr3
XPC	chr3
LSM3	chr3
RP11-536I6.2	chr3
LINC01267	chr3
RNA5SP124	chr3
SLC6A6	chr3
GRIP2	chr3
RNU6-905P	chr3
RHBDF1P1	chr3
RP11-588H7.1	chr3
AC090952.5	chr3
CCDC174	chr3
C3orf20	chr3
AC090957.2	chr3
LINC02011	chr3
FGD5	chr3
FGD5-AS1	chr3
NR2C2	chr3
MRPS25	chr3
RBSN	chr3
AC090954.5	chr3
RPS3AP53	chr3
COL6A4P1	chr3
CAPN7	chr3
SH3BP5-AS1	chr3
SH3BP5	chr3
RNU6-454P	chr3
HMGN2P7	chr3
METTL6	chr3
EAF1	chr3
RNU6-1024P	chr3
EAF1-AS1	chr3
COLQ	chr3
MIR4270	chr3
RN7SL110P	chr3
HACL1	chr3
BTD	chr3
ANKRD28	chr3
MIR3134	chr3
RP11-44D5.2	chr3
RP11-44D5.1	chr3
RN7SL4P	chr3
MIR563	chr3
IMPDH1P8	chr3
GALNT15	chr3
DPH3	chr3
OXNAD1	chr3
RP11-608O8.2	chr3
RFTN1	chr3
RP11-415F23.2	chr3
RP11-415F23.3	chr3
RP11-415F23.4	chr3
RP11-194G10.3	chr3
LINC00690	chr3
DAZL	chr3
AC091493.2	chr3
CDYLP1	chr3
PLCL2	chr3
PLCL2-AS1	chr3
TBC1D5	chr3
AC090960.1	chr3
AC140076.1	chr3
RNU7-10P	chr3
AC104451.2	chr3
AC104297.1	chr3
PDCL3P3	chr3
AC132807.1	chr3
RP11-320G10.1	chr3
SATB1	chr3
RP11-158G18.1	chr3
SATB1-AS1	chr3
RAD23BP1	chr3
RNU6-138P	chr3
KCNH8	chr3
MIR4791	chr3
EFHB	chr3
HSPA8P18	chr3
RAB5A	chr3
PP2D1	chr3
RNU4-85P	chr3
SAP18P3	chr3
RPL39P18	chr3
KAT2B	chr3
MIR3135A	chr3
SGO1	chr3
SGO1-AS1	chr3
RNU6-822P	chr3
RP11-669C19.1	chr3
RNU6-815P	chr3
RP11-901H12.1	chr3
VENTXP7	chr3
ZNF385D	chr3
ZNF385D-AS1	chr3
ZNF385D-AS2	chr3
HMGB1P5	chr3
AC092421.1	chr3
RP11-1037D22.1	chr3
RANP7	chr3
SALL4P5	chr3
RPL24P7	chr3
UBE2E2-AS1	chr3
UBE2E2	chr3
Y_RNA	chr3
AC121251.1	chr3
RNU6-922P	chr3
RNU6-788P	chr3
UBE2E1-AS1	chr3
UBE2E1	chr3
ARL4AP4	chr3
NKIRAS1	chr3
RPL15	chr3
NR1D2	chr3
LINC00691	chr3
THRB	chr3
RPL31P20	chr3
THRB-IT1	chr3
THRB-AS1	chr3
RP11-317L10.1	chr3
MIR4792	chr3
EIF3KP2	chr3
AC133680.1	chr3
RN7SL216P	chr3
RNA5SP125	chr3
RARB	chr3
CFL1P7	chr3
RNA5SP126	chr3
AC133141.1	chr3
SNORD5	chr3
TOP2B	chr3
uc_338	chr3
MIR4442	chr3
CRIP1P2	chr3
NGLY1	chr3
AC092798.2	chr3
TAF9BP1	chr3
OXSM	chr3
LINC00692	chr3
RPEP2	chr3
HMGB3P12	chr3
VENTXP4	chr3
AC099754.1	chr3
LRRC3B	chr3
AC114877.3	chr3
NEK10	chr3
MINOS1P3	chr3
RNU6-342P	chr3
SLC4A7	chr3
RPS20P15	chr3
AC099535.4	chr3
RNU1-96P	chr3
AC137675.1	chr3
Y_RNA	chr3
AC098614.1	chr3
AC098614.2	chr3
RP11-222K16.1	chr3
AC098614.3	chr3
LINC02084	chr3
EOMES	chr3
LINC01980	chr3
LINC01981	chr3
LINC01967	chr3
CMC1	chr3
AZI2	chr3
ZCWPW2	chr3
FAM96AP1	chr3
AC093142.2	chr3
RBMS3	chr3
MESTP4	chr3
RBMS3-AS3	chr3
RPS12P5	chr3
RBMS3-AS2	chr3
MTND4LP9	chr3
RBMS3-AS1	chr3
LINC01985	chr3
AC116035.2	chr3
TGFBR2	chr3
AC096921.2	chr3
RP11-1024P17.1	chr3
GADL1	chr3
MIR466	chr3
CNN2P6	chr3
RNA5SP127	chr3
AC115283.1	chr3
THRAP3P1	chr3
STT3B	chr3
OSBPL10	chr3
OSBPL10-AS1	chr3
ZNF587P1	chr3
ZNF860	chr3
RPL21P40	chr3
SNORA25	chr3
Y_RNA	chr3
NIFKP7	chr3
GPD1L	chr3
AC094019.4	chr3
RPSAP11	chr3
RP11-384L8.1	chr3
CMTM8	chr3
RP11-384L8.2	chr3
KRT18P15	chr3
CMTM7	chr3
CMTM6	chr3
MIR548AY	chr3
AC104306.1	chr3
DYNC1LI1	chr3
AC104306.4	chr3
IGBP1P3	chr3
RPL30P4	chr3
CNOT10	chr3
CNOT10-AS1	chr3
SUGT1P2	chr3
RPL23AP43	chr3
TRIM71	chr3
CCR4	chr3
GLB1	chr3
SEC13P1	chr3
SUMO2P10	chr3
TMPPE	chr3
RN7SL296P	chr3
CRTAP	chr3
SUSD5	chr3
AC123900.2	chr3
FBXL2	chr3
UBP1	chr3
RNU7-110P	chr3
RNA5SP128	chr3
CLASP2	chr3
COX6CP10	chr3
AC112220.2	chr3
SDAD1P3	chr3
RP11-10C24.2	chr3
RP11-10C24.3	chr3
RP11-10C24.1	chr3
PDCD6IP	chr3
LINC01811	chr3
AC123023.1	chr3
AC018359.3	chr3
FECHP1	chr3
KRT8P18	chr3
RNU6-243P	chr3
ARPP21	chr3
ARPP21-AS1	chr3
MIR128-2	chr3
AC104308.2	chr3
RFC3P1	chr3
STAC	chr3
NBPF21P	chr3
RN7SKP227	chr3
DCLK3	chr3
HSPD1P6	chr3
LINC02033	chr3
RP11-640L9.2	chr3
TRANK1	chr3
AC011816.1	chr3
RNU6ATAC4P	chr3
RP11-129K12.1	chr3
PRADC1P1	chr3
EPM2AIP1	chr3
MLH1	chr3
RPL29P11	chr3
LRRFIP2	chr3
Y_RNA	chr3
UBE2D3P2	chr3
RNU6-1301P	chr3
UBE2FP1	chr3
RP11-285J16.1	chr3
AC097359.2	chr3
RP11-259K5.1	chr3
RP11-259K5.2	chr3
GOLGA4	chr3
TCEA1P2	chr3
RNA5SP129	chr3
C3orf35	chr3
ITGA9	chr3
RNU7-73P	chr3
ITGA9-AS1	chr3
RPL21P135	chr3
NDUFAF4P3	chr3
CTDSPL	chr3
MIR26A1	chr3
VILL	chr3
PLCD1	chr3
Y_RNA	chr3
DLEC1	chr3
PPP2R2DP1	chr3
ACAA1	chr3
Y_RNA	chr3
MYD88	chr3
OXSR1	chr3
SLC22A13	chr3
RP11-815I22.1	chr3
SLC22A14	chr3
RNU6-235P	chr3
DLEC1P1	chr3
XYLB	chr3
ACVR2B-AS1	chr3
ACVR2B	chr3
EXOG	chr3
Y_RNA	chr3
DDTP1	chr3
RPL18AP7	chr3
SCN5A	chr3
SCN10A	chr3
RP11-134J21.1	chr3
SCN11A	chr3
RNU6-1227P	chr3
WDR48	chr3
GORASP1	chr3
TTC21A	chr3
MIR6822	chr3
CSRNP1	chr3
RP11-331G2.7	chr3
Metazoa_SRP	chr3
XIRP1	chr3
DSTNP4	chr3
CX3CR1	chr3
RP11-331G2.6	chr3
CCR8	chr3
HNRNPA1P21	chr3
RP11-241K18.2	chr3
EEF1A1P24	chr3
SLC25A38	chr3
RPSA	chr3
SNORA62	chr3
MOBP	chr3
NFU1P1	chr3
MYRIP	chr3
RNU4-56P	chr3
EIF1B-AS1	chr3
RN7SL411P	chr3
SNORA64	chr3
EIF1B	chr3
ENTPD3-AS1	chr3
PGAM1P3	chr3
ENTPD3	chr3
RPL14	chr3
ZNF619	chr3
RNU5B-2P	chr3
ZNF620	chr3
ZNF621	chr3
RPL5P10	chr3
EEF1GP3	chr3
RP11-528N21.1	chr3
HMGN2P24	chr3
RP11-761N21.2	chr3
RP11-761N21.1	chr3
RP11-520A21.1	chr3
RP11-372H2.1	chr3
MRPS31P1	chr3
CTNNB1	chr3
ULK4	chr3
SCARNA21	chr3
RN7SKP58	chr3
ATP6V0E1P2	chr3
Y_RNA	chr3
U8	chr3
RPL36P20	chr3
GEMIN2P2	chr3
TRAK1	chr3
RP11-193I22.2	chr3
TPMTP2	chr3
RNU4-78P	chr3
CCK	chr3
RP11-333B11.1	chr3
SALL4P6	chr3
EIF4BP4	chr3
LYZL4	chr3
RP11-219I21.1	chr3
VIPR1	chr3
VIPR1-AS1	chr3
SEC22C	chr3
SS18L2	chr3
NKTR	chr3
RP4-613B23.1	chr3
ZBTB47	chr3
RN7SL567P	chr3
KLHL40	chr3
HHATL	chr3
CCDC13	chr3
HHATL-AS1	chr3
CCDC13-AS1	chr3
LINC02158	chr3
HIGD1A	chr3
RP11-70C1.3	chr3
ACKR2	chr3
RP11-141M3.6	chr3
KRBOX1	chr3
CYP8B1	chr3
HNRNPA1P22	chr3
ZNF662	chr3
KRBOX1-AS1	chr3
FAM198A	chr3
RP11-136C24.1	chr3
POMGNT2	chr3
RP11-136C24.2	chr3
SNRK	chr3
RN7SL517P	chr3
RP11-188P20.3	chr3
SNRK-AS1	chr3
ANO10	chr3
Y_RNA	chr3
RP11-353H3.1	chr3
ABHD5	chr3
RP4-672N11.1	chr3
RP4-555D20.3	chr3
RP4-555D20.4	chr3
RNU6-367P	chr3
MIR138-1	chr3
RP4-555D20.1	chr3
RP4-555D20.2	chr3
TOPAZ1	chr3
RP11-424N24.2	chr3
TCAIM	chr3
LINC00694	chr3
LINC01988	chr3
ZNF445	chr3
ZNF852	chr3
EI24P3	chr3
RP11-944L7.6	chr3
ZKSCAN7	chr3
RP11-944L7.4	chr3
ZNF660	chr3
MPRIPP1	chr3
ZNF197	chr3
ZNF197-AS1	chr3
ZNF35	chr3
RP11-348P10.2	chr3
SOCS5P3	chr3
ZNF502	chr3
ZNF501	chr3
KIAA1143	chr3
KIF15	chr3
TMEM42	chr3
TGM4	chr3
RP11-272D20.2	chr3
ZDHHC3	chr3
RPL12P44	chr3
EXOSC7	chr3
CLEC3B	chr3
RNU5B-3P	chr3
CDCP1	chr3
RPS24P8	chr3
TMEM158	chr3
U3	chr3
LARS2	chr3
LARS2-AS1	chr3
LIMD1	chr3
LIMD1-AS1	chr3
SACM1L	chr3
RN7SL145P	chr3
RP11-697K23.3	chr3
SLC6A20	chr3
LZTFL1	chr3
RP11-852E15.1	chr3
CCR9	chr3
Y_RNA	chr3
FYCO1	chr3
CXCR6	chr3
XCR1	chr3
NRBF2P2	chr3
FLT1P1	chr3
CCR3	chr3
CCR1	chr3
UQCRC2P1	chr3
CCR2	chr3
RP11-24F11.2	chr3
CCR5	chr3
CCRL2	chr3
LINC02009	chr3
LTF	chr3
RTP3	chr3
LRRC2	chr3
LRRC2-AS1	chr3
TDGF1	chr3
RP11-509I21.2	chr3
SNORD77	chr3
ALS2CL	chr3
TMIE	chr3
PRSS46	chr3
PRSS45	chr3
RP11-427P5.2	chr3
PRSS44	chr3
PRSS42	chr3
MYL3	chr3
PTH1R	chr3
RP11-427P5.3	chr3
CCDC12	chr3
NBEAL2	chr3
NRADDP	chr3
SETD2	chr3
MRPL57P3	chr3
KIF9-AS1	chr3
KIF9	chr3
SNORD13P3	chr3
KLHL18	chr3
